gene_name	drug_name	interaction_types
CHRM1	Afacifenacin	antagonist
CHRM2	Afacifenacin	antagonist
CHRM3	Afacifenacin	antagonist
CHRM4	Afacifenacin	antagonist
CHRM5	Afacifenacin	antagonist
SCN10A	Afacifenacin	blocker
SCN11A	Afacifenacin	blocker
MC1R	AFAMELANOTIDE	agonist
MC1R	AFAMELANOTIDE	
MC3R	AFAMELANOTIDE	agonist
MC4R	AFAMELANOTIDE	agonist
MC5R	AFAMELANOTIDE	agonist
BRAF	AFATINIB	
EGFR	AFATINIB	
EGFR	AFATINIB	
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	
EGFR	AFATINIB	inhibitor
EGFR	AFATINIB	
EGFR	AFATINIB	
EGFR	AFATINIB	
EML4	AFATINIB	
ERBB2	AFATINIB	
ERBB2	AFATINIB	
ERBB2	AFATINIB	
ERBB2	AFATINIB	inhibitor
ERBB2	AFATINIB	
ERBB2	AFATINIB	inhibitor
ERBB2	AFATINIB	
ERBB2	AFATINIB	inhibitor
ERBB2	AFATINIB	inhibitor
ERBB2	AFATINIB	inhibitor
ERBB2	AFATINIB	inhibitor
ERBB3	AFATINIB	
ERBB3	AFATINIB	
ERBB3	AFATINIB	
ERBB4	AFATINIB	
ERBB4	AFATINIB	
KRAS	AFATINIB	
KRAS	AFATINIB	
MET	AFATINIB	
NRAS	AFATINIB	
NRG1	AFATINIB	
EGFR	AFATINIB DIMALEATE	inhibitor
ERBB2	AFATINIB DIMALEATE	inhibitor
ERBB4	AFATINIB DIMALEATE	inhibitor
GBA	AFEGOSTAT	
GBA	AFEGOSTAT TARTRATE	inhibitor
GC	AFEGOSTAT TARTRATE	
TNF	AFELIMOMAB	inhibitor
ESR1	AFIMOXIFENE (CHEMBL10041)	modulator
ESR2	AFIMOXIFENE (CHEMBL10041)	modulator
ESRRG	AFIMOXIFENE (CHEMBL10041)	antagonist
ESR1	AFIMOXIFENE (CHEMBL489)	
ESR1	AFIMOXIFENE (CHEMBL489)	agonist,antagonist
ESR2	AFIMOXIFENE (CHEMBL489)	
FGFR1	AFIMOXIFENE (CHEMBL489)	
KDR	AFLIBERCEPT	inhibitor
PGF	AFLIBERCEPT	inhibitor
PIGF	AFLIBERCEPT	antibody
PIGF	AFLIBERCEPT	antibody
VEGFA	AFLIBERCEPT	inhibitor
VEGFA	AFLIBERCEPT	antibody
VEGFA	AFLIBERCEPT	inhibitor
VEGFA	AFLIBERCEPT	
VEGFA	AFLIBERCEPT	antibody
VEGFB	AFLIBERCEPT	antibody
HTR1A	AFTOBETIN	agonist
AKT1	AFURESERTIB	inhibitor
AKT1	AFURESERTIB	inhibitor
AKT2	AFURESERTIB	inhibitor
AKT2	AFURESERTIB	inhibitor
AKT3	AFURESERTIB	inhibitor
AKT3	AFURESERTIB	inhibitor
PIK3CA	AFURESERTIB	
AKT1	AFURESERTIB HYDROCHLORIDE	
AKT2	AFURESERTIB HYDROCHLORIDE	
AKT3	AFURESERTIB HYDROCHLORIDE	
FLT1	AG-13958	inhibitor
FLT4	AG-13958	inhibitor
KDR	AG-13958	inhibitor
CDK1	AG-24322	inhibitor
CDK2	AG-24322	inhibitor
CDK2	AG-24322	inhibitor
CDK4	AG-24322	inhibitor
CDK4	AG-24322	inhibitor
TLR9	AGATOLIMOD	agonist
TLR9	AGATOLIMOD SODIUM	agonist
ASIC3	AGMATINE	activator
HTR2A	AGOMELATINE	antagonist
HTR2B	AGOMELATINE	antagonist
HTR2B	AGOMELATINE	
HTR2C	AGOMELATINE	antagonist
HTR2C	AGOMELATINE	
MTNR1A	AGOMELATINE	agonist
MTNR1A	AGOMELATINE	
MTNR1A	AGOMELATINE	agonist
MTNR1B	AGOMELATINE	agonist
MTNR1B	AGOMELATINE	
SSTR3	AJMALINE	agonist
TNF	AJULEMIC ACID	inhibitor
TNFRSF4	AJULEMIC ACID	antagonist
FLT3	AKN-028	inhibitor
FLT3	AKN-028	inhibitor
KIT	AKN-028	inhibitor
IGHE	AL-901	inhibitor
KDR	ALACIZUMAB PEGOL	antagonist
ALMS1	ALANINE	agonist
APLNR	ALANINE	agonist
MRGPRD	ALANINE	agonist
ADSS	ALANOSINE	
RXFP3	ALBENDAZOLE	agonist
RXFP4	ALBENDAZOLE	agonist
TUBB1	ALBENDAZOLE	binder
GLP1R	ALBIGLUTIDE	agonist
GLP1R	ALBIGLUTIDE	
IFNAR1	ALBINTERFERON ALFA-2B	agonist
IFNAR2	ALBINTERFERON ALFA-2B	agonist
CD58	ALBUMIN HUMAN	
CYP2D6	ALBUMIN HUMAN	
DBP	ALBUMIN HUMAN	
GRP	ALBUMIN HUMAN	
HIST3H2A	ALBUMIN HUMAN	
HNF4A	ALBUMIN HUMAN	
LTA4H	ALBUMIN HUMAN	
MDH2	ALBUMIN HUMAN	
MTHFR	ALBUMIN HUMAN	
PIK3CG	ALBUMIN HUMAN	
SFTPA1	ALBUMIN HUMAN	
SLC9A3	ALBUMIN HUMAN	
STAB2	ALBUMIN HUMAN	
TAT	ALBUMIN HUMAN	
THRSP	ALBUMIN HUMAN	
ADRB2	ALBUTEROL	
ADRB2	ALBUTEROL	agonist
ADRB2	ALBUTEROL	agonist
ADRB2	ALBUTEROL	agonist
ADRB2	ALBUTEROL	
ADRB2	ALBUTEROL	agonist
SSTR5	ALBUTEROL	agonist
ADRB2	ALBUTEROL SULFATE	agonist
HRH1	ALCAFTADINE	
HRH1	ALCAFTADINE	antagonist
HRH1	ALCAFTADINE	antagonist
HRH1	ALCAFTADINE	
ANXA1	ALCLOMETASONE	
NR3C1	ALCLOMETASONE	
SERPINA6	ALCLOMETASONE	binder
SERPINA6	ALCLOMETASONE	
NR3C1	ALCLOMETASONE DIPROPIONATE	agonist
ADH4	ALCOHOL	
ALDH2	ALCOHOL	
ALDH3A1	ALCOHOL	
ALMS1	ALCOHOL	allosteric modulator
APOA1	ALCOHOL	
APOB	ALCOHOL	
CALCRL	ALCOHOL	agonist
CAMK2B	ALCOHOL	
CAV1	ALCOHOL	
CD55	ALCOHOL	
CHAT	ALCOHOL	
CREB1	ALCOHOL	
CSF2	ALCOHOL	
CTLA4	ALCOHOL	
DRD2	ALCOHOL	
DTYMK	ALCOHOL	
EGFR	ALCOHOL	
F2R	ALCOHOL	
FGFR1	ALCOHOL	
FOS	ALCOHOL	
GABRA1	ALCOHOL	antagonist
GCLC	ALCOHOL	
GDNF	ALCOHOL	
GFER	ALCOHOL	
GRM5	ALCOHOL	
GSTP1	ALCOHOL	
IGFBP1	ALCOHOL	
IL1R1	ALCOHOL	
IRS1	ALCOHOL	
ITGB2	ALCOHOL	
LIPC	ALCOHOL	
MT1JP	ALCOHOL	
MT2A	ALCOHOL	
MTHFR	ALCOHOL	
NAPEPLD	ALCOHOL	
NAT2	ALCOHOL	
NFE2L2	ALCOHOL	
NTS	ALCOHOL	
POU5F1	ALCOHOL	
PPA1	ALCOHOL	
PPARD	ALCOHOL	
PRKCD	ALCOHOL	
RAMP3	ALCOHOL	agonist
RAMP3	ALCOHOL	agonist
RNF112	ALCOHOL	
SDF4	ALCOHOL	
SLC1A1	ALCOHOL	
SLC29A1	ALCOHOL	
TAP2	ALCOHOL	agonist
TG	ALCOHOL	
TGM2	ALCOHOL	
TJP1	ALCOHOL	
TLR4	ALCOHOL	
UGT1A4	ALCOHOL	
CHRM1	ALCURONIUM	allosteric modulator
CHRM2	ALCURONIUM	allosteric modulator
CHRM3	ALCURONIUM	allosteric modulator
CHRM4	ALCURONIUM	allosteric modulator
FPR1	ALDOSTERONE	agonist
NR3C2	ALDOSTERONE	agonist
SLC12A2	ALDOSTERONE	blocker
SSTR2	ALDOSTERONE	agonist
TOP2A	ALDOXORUBICIN	
TOP2A	ALDOXORUBICIN	inhibitor
ALK	ALECTINIB	
ALK	ALECTINIB	
ALK	ALECTINIB	
ALK	ALECTINIB	
ALK	ALECTINIB	inhibitor
ALK	ALECTINIB	inhibitor
ALK	ALECTINIB	
ALK	ALECTINIB	
ALK	ALECTINIB	
ALK	ALECTINIB	inhibitor
ALK	ALECTINIB	inhibitor
CDKN2A	ALECTINIB	
EML4	ALECTINIB	
FGFR1	ALECTINIB	
MET	ALECTINIB	inhibitor
NPM1	ALECTINIB	
RET	ALECTINIB	
RET	ALECTINIB	
SMAD4	ALECTINIB	
ALK	ALECTINIB HYDROCHLORIDE	inhibitor
RET	ALECTINIB HYDROCHLORIDE	inhibitor
CD2	ALEFACEPT	
CD2	ALEFACEPT	antagonist
CD2	ALEFACEPT	inhibitor
CD2	ALEFACEPT	inhibitor
CD2	ALEFACEPT	
PPARA	ALEGLITAZAR	agonist
PPARA	ALEGLITAZAR	agonist
PPARA	ALEGLITAZAR	
PPARG	ALEGLITAZAR	
PPARG	ALEGLITAZAR	agonist
MLNR	ALEMCINAL	agonist
CD52	ALEMTUZUMAB	antibody
CD52	ALEMTUZUMAB	inhibitor
CD52	ALEMTUZUMAB	antibody
CD52	ALEMTUZUMAB	
CD52	ALEMTUZUMAB	
CD52	ALEMTUZUMAB	antibody
CD52	ALEMTUZUMAB	
FDPS	ALENDRONATE SODIUM	inhibitor
CYP19A1	ALENDRONIC ACID	
FDPS	ALENDRONIC ACID	inhibitor
FDPS	ALENDRONIC ACID	
FDPS	ALENDRONIC ACID	
IL11	ALENDRONIC ACID	
PLAU	ALENDRONIC ACID	
PTPN4	ALENDRONIC ACID	
PTPRS	ALENDRONIC ACID	inhibitor
SSTR1	ALENDRONIC ACID	agonist
SSTR2	ALENDRONIC ACID	agonist
SSTR3	ALENDRONIC ACID	agonist
SSTR4	ALENDRONIC ACID	agonist
SSTR5	ALENDRONIC ACID	agonist
VDR	ALENDRONIC ACID	
SERPINE1	ALEPLASININ	inhibitor
OPRM1	ALFENTANIL	agonist
OPRM1	ALFENTANIL	
OPRM1	ALFENTANIL	
OPRM1	ALFENTANIL HYDROCHLORIDE	agonist
FGA	ALFIMEPRASE	
FGB	ALFIMEPRASE	
FGG	ALFIMEPRASE	
ADRA1A	ALFUZOSIN	
ADRA1A	ALFUZOSIN	antagonist
ADRA1A	ALFUZOSIN	
ADRA1B	ALFUZOSIN	
ADRA1B	ALFUZOSIN	
ADRA1B	ALFUZOSIN	antagonist
ADRA1D	ALFUZOSIN	
ADRA1D	ALFUZOSIN	
ADRA1D	ALFUZOSIN	antagonist
ADRA1A	ALFUZOSIN HYDROCHLORIDE	antagonist
ADRA1A	ALFUZOSIN HYDROCHLORIDE	agonist
ADRA1A	ALFUZOSIN HYDROCHLORIDE	agonist
ADRA1B	ALFUZOSIN HYDROCHLORIDE	agonist
M6PR	ALGLUCOSIDASE ALFA	binder
ICAM1	ALICAFORSEN	antisense
ICAM1	ALICAFORSEN	
PCSK9	Alirocumab	inhibitor
PCSK9	Alirocumab	inhibitor
PCSK9	Alirocumab	
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	inhibitor
AURKA	ALISERTIB	
CCNE1	ALISERTIB	
MYC	ALISERTIB	
AURKA	ALISERTIB SODIUM	
REN	ALISKIREN	inhibitor
REN	ALISKIREN	
REN	ALISKIREN	inhibitor
REN	ALISKIREN	
REN	ALISKIREN FUMARATE	inhibitor
FKBP1A	ALISPORIVIR	inhibitor
RARA	ALITRETINOIN	
RARA	ALITRETINOIN	agonist
RARA	ALITRETINOIN	agonist
RARB	ALITRETINOIN	agonist
RARB	ALITRETINOIN	
RARG	ALITRETINOIN	
RARG	ALITRETINOIN	agonist
RXRA	ALITRETINOIN	
RXRA	ALITRETINOIN	agonist
RXRA	ALITRETINOIN	agonist
RXRB	ALITRETINOIN	agonist
RXRB	ALITRETINOIN	
RXRG	ALITRETINOIN	agonist
RXRG	ALITRETINOIN	
VKORC1	ALITRETINOIN	inhibitor
TRPA1	ALLICIN	activator
TRPV1	ALLICIN	channel blocker
EGFR	Allitinib	inhibitor
ERBB2	Allitinib	inhibitor
XDH	ALLOPURINOL	inhibitor
XDH	ALLOPURINOL	
XDH	ALLOPURINOL	inhibitor
XDH	ALLOPURINOL	
XDH	ALLOPURINOL	inhibitor
XDH	ALLOPURINOL SODIUM	inhibitor
ADORA2B	ALLOXAZINE	antagonist
SLC6A9	ALLYLESTRENOL	blocker
ATP1A1	ALMITRINE	
ATP1A1	ALMITRINE	binder
ATP1A1	ALMITRINE	
HCRTR1	ALMOREXANT	antagonist
HCRTR1	ALMOREXANT	
HCRTR1	ALMOREXANT	antagonist
HCRTR2	ALMOREXANT	
HTR1B	ALMOTRIPTAN	
HTR1B	ALMOTRIPTAN	
HTR1D	ALMOTRIPTAN	
HTR1D	ALMOTRIPTAN	
HTR1D	ALMOTRIPTAN	agonist
S12	ALMOTRIPTAN	agonist
HTR1B	ALMOTRIPTAN MALATE	agonist
HTR1D	ALMOTRIPTAN MALATE	agonist
HTR1F	ALMOTRIPTAN MALATE	agonist
HTR1B	ALNIDITAN	agonist
HTR1B	ALNIDITAN	agonist
HTR1D	ALNIDITAN	agonist
HTR1D	ALNIDITAN	agonist
DPP4	ALOGLIPTIN	
DPP4	ALOGLIPTIN	inhibitor
DPP4	ALOGLIPTIN	inhibitor
DPP4	ALOGLIPTIN BENZOATE	inhibitor
CDK2	ALOISINE	inhibitor
PTK2B	ALOISINE	inhibitor
ZAP70	ALOISINE	inhibitor
CDK1	ALOISINE A	inhibitor
CDK2	ALOISINE A	inhibitor
CDK5	ALOISINE A	inhibitor
GSK3A	ALOISINE A	inhibitor
HTR3A	ALOSETRON	
HTR3A	ALOSETRON	
HTR3A	ALOSETRON HYDROCHLORIDE	antagonist
AKT1	ALPELISIB	
BRAF	ALPELISIB	
BRAF	ALPELISIB	
BRAF	ALPELISIB	
FGFR1	ALPELISIB	
FGFR1	ALPELISIB	
FGFR2	ALPELISIB	
FGFR3	ALPELISIB	
HRAS	ALPELISIB	
KRAS	ALPELISIB	
KRAS	ALPELISIB	
MAP2K1	ALPELISIB	
MTOR	ALPELISIB	inhibitor
NRAS	ALPELISIB	
PIK3C2A	ALPELISIB	inhibitor
PIK3C2B	ALPELISIB	inhibitor
PIK3C2G	ALPELISIB	inhibitor
PIK3C3	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	
PIK3CA	ALPELISIB	
PIK3CA	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	
PIK3CA	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	inhibitor
PIK3CA	ALPELISIB	
PIK3CB	ALPELISIB	inhibitor
PIK3CB	ALPELISIB	inhibitor
PIK3CB	ALPELISIB	inhibitor
PIK3CD	ALPELISIB	inhibitor
PIK3CD	ALPELISIB	inhibitor
PIK3CD	ALPELISIB	inhibitor
PIK3CG	ALPELISIB	inhibitor
PIK3CG	ALPELISIB	inhibitor
PIK3CG	ALPELISIB	inhibitor
PIK3R1	ALPELISIB	inhibitor
PIK3R1	ALPELISIB	
PIK3R1	ALPELISIB	inhibitor
PIK3R2	ALPELISIB	inhibitor
PIK3R2	ALPELISIB	inhibitor
PIK3R3	ALPELISIB	inhibitor
PIK3R3	ALPELISIB	inhibitor
PIK3R4	ALPELISIB	inhibitor
PIK3R4	ALPELISIB	inhibitor
PIK3R5	ALPELISIB	inhibitor
PIK3R5	ALPELISIB	inhibitor
PIK3R6	ALPELISIB	inhibitor
PIK3R6	ALPELISIB	inhibitor
PTEN	ALPELISIB	
PTEN	ALPELISIB	
PTEN	ALPELISIB	
TP53	ALPELISIB	
CXCL8	ALPRAZOLAM	
GABRA1	ALPRAZOLAM	allosteric modulator
GABRA1	ALPRAZOLAM	positive allosteric modulator
GABRA1	ALPRAZOLAM	
GABRA1	ALPRAZOLAM	
GABRA2	ALPRAZOLAM	
GABRA2	ALPRAZOLAM	
GABRA2	ALPRAZOLAM	positive allosteric modulator
GABRA2	ALPRAZOLAM	allosteric modulator
GABRA3	ALPRAZOLAM	
GABRA3	ALPRAZOLAM	allosteric modulator
GABRA3	ALPRAZOLAM	
GABRA3	ALPRAZOLAM	positive allosteric modulator
GABRA4	ALPRAZOLAM	
GABRA4	ALPRAZOLAM	positive allosteric modulator
GABRA4	ALPRAZOLAM	
GABRA5	ALPRAZOLAM	
GABRA5	ALPRAZOLAM	positive allosteric modulator
GABRA5	ALPRAZOLAM	allosteric modulator
GABRA5	ALPRAZOLAM	
GABRA6	ALPRAZOLAM	
GABRA6	ALPRAZOLAM	positive allosteric modulator
GABRA6	ALPRAZOLAM	
GABRB1	ALPRAZOLAM	
GABRB1	ALPRAZOLAM	
GABRB1	ALPRAZOLAM	positive allosteric modulator
GABRB1	ALPRAZOLAM	
GABRB2	ALPRAZOLAM	positive allosteric modulator
GABRB2	ALPRAZOLAM	
GABRB2	ALPRAZOLAM	
GABRB3	ALPRAZOLAM	positive allosteric modulator
GABRB3	ALPRAZOLAM	
GABRB3	ALPRAZOLAM	
GABRD	ALPRAZOLAM	
GABRD	ALPRAZOLAM	positive allosteric modulator
GABRD	ALPRAZOLAM	
GABRE	ALPRAZOLAM	
GABRE	ALPRAZOLAM	positive allosteric modulator
GABRE	ALPRAZOLAM	
GABRG1	ALPRAZOLAM	
GABRG1	ALPRAZOLAM	
GABRG1	ALPRAZOLAM	positive allosteric modulator
GABRG2	ALPRAZOLAM	positive allosteric modulator
GABRG2	ALPRAZOLAM	
GABRG3	ALPRAZOLAM	
GABRG3	ALPRAZOLAM	positive allosteric modulator
GABRG3	ALPRAZOLAM	
GABRP	ALPRAZOLAM	
GABRP	ALPRAZOLAM	positive allosteric modulator
GABRP	ALPRAZOLAM	
GABRQ	ALPRAZOLAM	
GABRQ	ALPRAZOLAM	positive allosteric modulator
GABRQ	ALPRAZOLAM	
GABRR1	ALPRAZOLAM	
GABRR2	ALPRAZOLAM	
GABRR2	ALPRAZOLAM	
GABRR3	ALPRAZOLAM	
GABRR3	ALPRAZOLAM	
SSTR2	ALPRAZOLAM	agonist
SSTR3	ALPRAZOLAM	agonist
SSTR5	ALPRAZOLAM	agonist
TACR2	ALPRAZOLAM	antagonist
TSPO	ALPRAZOLAM	
ADRB1	ALPRENOLOL	
ADRB1	ALPRENOLOL	antagonist
ADRB1	ALPRENOLOL	
ADRB2	ALPRENOLOL	
ADRB2	ALPRENOLOL	
ADRB2	ALPRENOLOL	antagonist
A2M	ALPROSTADIL	
CATSPER1	ALPROSTADIL	activator
CATSPER2	ALPROSTADIL	activator
CATSPER3	ALPROSTADIL	activator
CATSPER4	ALPROSTADIL	activator
CD40LG	ALPROSTADIL	
EDN1	ALPROSTADIL	
F2R	ALPROSTADIL	
PTGDR	ALPROSTADIL	agonist
PTGER1	ALPROSTADIL	
PTGER1	ALPROSTADIL	agonist
PTGER1	ALPROSTADIL	
PTGER1	ALPROSTADIL	agonist
PTGER2	ALPROSTADIL	agonist
PTGER2	ALPROSTADIL	
PTGER2	ALPROSTADIL	
PTGER2	ALPROSTADIL	agonist
PTGER2	ALPROSTADIL	agonist
PTGER2	ALPROSTADIL	antagonist
PTGER4	ALPROSTADIL	agonist
THBD	ALPROSTADIL	
THPO	ALPROSTADIL	
TACR2	ALRESTATIN	antagonist
ADRA1A	ALSEROXYLON	antagonist
ADRA1A	ALSEROXYLON	antagonist
ADRA1B	ALSEROXYLON	antagonist
ADRA2A	ALSEROXYLON	antagonist
ADRA2B	ALSEROXYLON	antagonist
ADRA2C	ALSEROXYLON	antagonist
SLC18A2	ALSEROXYLON	blocker
SLC18A2	ALSEROXYLON	
SLC18A2	ALSEROXYLON	
CDK1	ALSTERPAULLONE	inhibitor
GSK3B	ALSTERPAULLONE	inhibitor
FGA	ALTEPLASE	
PLG	ALTEPLASE	
PLG	ALTEPLASE	
PLG	ALTEPLASE	activator
PLG	ALTEPLASE	activator
CHRNA4	ALTINICLINE	agonist
CHRNB2	ALTINICLINE	agonist
ETV6	ALTIRATINIB	
FLT3	ALTIRATINIB	
KDR	ALTIRATINIB	inhibitor
KDR	ALTIRATINIB	inhibitor
MET	ALTIRATINIB	inhibitor
MET	ALTIRATINIB	inhibitor
MET	ALTIRATINIB	
NTRK1	ALTIRATINIB	inhibitor
NTRK2	ALTIRATINIB	inhibitor
NTRK3	ALTIRATINIB	inhibitor
TEK	ALTIRATINIB	inhibitor
TEK	ALTIRATINIB	inhibitor
TNNC1	ALUMINIUM GLYCINATE	stimulator
CXCL8	ALUMINUM HYDROXIDE	
HSP90AA1	ALVESPIMYCIN	
HSP90AB1	ALVESPIMYCIN	
MET	ALVESPIMYCIN	
TP53	ALVESPIMYCIN	
HSP90AA1	ALVESPIMYCIN HYDROCHLORIDE	inhibitor
OPRD1	ALVIMOPAN	antagonist
OPRK1	ALVIMOPAN	antagonist
OPRM1	ALVIMOPAN	
OPRM1	ALVIMOPAN	antagonist
OPRM1	ALVIMOPAN	antagonist
OPRM1	ALVIMOPAN	
OPRM1	ALVIMOPAN	antagonist
ABCC1	ALVOCIDIB	
ABCG2	ALVOCIDIB	
CDK1	ALVOCIDIB	
CDK1	ALVOCIDIB	inhibitor
CDK1	ALVOCIDIB	inhibitor
CDK10	ALVOCIDIB	
CDK2	ALVOCIDIB	inhibitor
CDK2	ALVOCIDIB	
CDK2	ALVOCIDIB	inhibitor
CDK2	ALVOCIDIB	inhibitor
CDK2	ALVOCIDIB	inhibitor
CDK3	ALVOCIDIB	
CDK4	ALVOCIDIB	inhibitor
CDK4	ALVOCIDIB	
CDK4	ALVOCIDIB	inhibitor
CDK4	ALVOCIDIB	inhibitor
CDK5	ALVOCIDIB	
CDK5	ALVOCIDIB	inhibitor
CDK6	ALVOCIDIB	inhibitor
CDK6	ALVOCIDIB	inhibitor
CDK6	ALVOCIDIB	
CDK7	ALVOCIDIB	inhibitor
CDK7	ALVOCIDIB	inhibitor
CDK7	ALVOCIDIB	
CDK8	ALVOCIDIB	
CDK9	ALVOCIDIB	inhibitor
CDK9	ALVOCIDIB	inhibitor
CDK9	ALVOCIDIB	
CDKN2A	ALVOCIDIB	
PIK3CA	ALVOCIDIB	
PIK3CB	ALVOCIDIB	
SMARCB1	ALVOCIDIB	
XIAP	ALVOCIDIB	
PTGDR2	AM-211	antagonist
PTGDR2	AM-211	
PTGDR	AM-461	
PTGDR2	AM-461	antagonist
ROCK1	AMA0076	inhibitor
ROCK2	AMA0076	inhibitor
GRIN1	AMANTADINE HYDROCHLORIDE	antagonist
GRIN2A	AMANTADINE HYDROCHLORIDE	channel blocker
GRIN2A	AMANTADINE HYDROCHLORIDE	antagonist
GRIN2B	AMANTADINE HYDROCHLORIDE	antagonist
GRIN2B	AMANTADINE HYDROCHLORIDE	channel blocker
GRIN2C	AMANTADINE HYDROCHLORIDE	antagonist
GRIN2C	AMANTADINE HYDROCHLORIDE	channel blocker
GRIN2D	AMANTADINE HYDROCHLORIDE	antagonist
GRIN3A	AMANTADINE HYDROCHLORIDE	antagonist
GRIN3B	AMANTADINE HYDROCHLORIDE	antagonist
MSLN	AMATUXIMAB	
MSLN	AMATUXIMAB	inhibitor
ACHE	AMBENONIUM	inhibitor
ACHE	AMBENONIUM	
ACHE	AMBENONIUM	
ACHE	AMBENONIUM CHLORIDE	inhibitor
PRMT5	AMBENONIUM CHLORIDE	inhibitor
EDNRA	AMBRISENTAN	antagonist
EDNRA	AMBRISENTAN	
EDNRA	AMBRISENTAN	
EDNRA	AMBRISENTAN	antagonist
EDNRB	AMBRISENTAN	
EDNRB	AMBRISENTAN	antagonist
EDNRB	AMBRISENTAN	
EDNRB	AMBRISENTAN	antagonist
ANXA1	AMCINONIDE	
NR3C1	AMCINONIDE	agonist
NR3C1	AMCINONIDE	
NR3C1	AMCINONIDE	agonist
NR3C1	AMCINONIDE	
TACR3	AMCINONIDE	antagonist
ITGB2	AME-133v	inhibitor
PLAU	AMEDIPLASE	activator
PLG	AMEDIPLASE	
LTB4R	AMELUBANT	antagonist
LTB4R	AMELUBANT	antagonist
HTR2A	AMESERGIDE	antagonist
IL1A	AMG-108	
IL1B	AMG-108	antibody
IL1R1	AMG-108	antagonist
MET	AMG-208	inhibitor
MET	AMG-208	inhibitor
MET	AMG-208	inhibitor
PIK3CA	AMG-319	inhibitor
PIK3CB	AMG-319	inhibitor
PIK3CD	AMG-319	inhibitor
PIK3CD	AMG-319	inhibitor
PIK3CG	AMG-319	inhibitor
CYP3A4	AMG-337	inhibitor
EGFR	AMG-337	
ERBB2	AMG-337	
KRAS	AMG-337	
MET	AMG-337	inhibitor
MET	AMG-337	
MET	AMG-337	inhibitor
TP53	AMG-337	
TRPV1	AMG-517	channel blocker
TRPV1	AMG-517	antagonist
TRPV1	AMG-517	blocker
MAPK14	AMG-548	inhibitor
IL15	AMG-714	antibody
IL15	AMG-714	inhibitor
IL15	AMG-714	inhibitor
CCR4	AMG-761	antibody
ERBB3	AMG-888	antibody
ERBB3	AMG-888	antibody
AURKA	AMG-900	inhibitor
AURKA	AMG-900	inhibitor
AURKA	AMG-900	
AURKA	AMG-900	inhibitor
AURKA	AMG-900	inhibitor
AURKB	AMG-900	inhibitor
AURKB	AMG-900	inhibitor
AURKB	AMG-900	inhibitor
AURKB	AMG-900	inhibitor
AURKB	AMG-900	
AURKC	AMG-900	inhibitor
AURKC	AMG-900	inhibitor
AURKC	AMG-900	inhibitor
AURKC	AMG-900	
AURKC	AMG-900	inhibitor
CCNE1	AMG-900	
MYC	AMG-900	
TP53	AMG-900	
ADRB3	AMIBEGRON	
ADRB3	AMIBEGRON	agonist
ADRB3	AMIBEGRON	agonist
ADRB3	AMIBEGRON HYDROCHLORIDE	agonist
ALPPL2	AMIFOSTINE	
ALPPL2	AMIFOSTINE	
GSR	AMIFOSTINE	
MYC	AMIFOSTINE	
SMAD2	AMIFOSTINE	
TGFB1	AMIFOSTINE	
B2M	AMIKACIN	
CSF2	AMIKACIN	
IFNG	AMIKACIN	
SMN1	AMIKACIN	
IL2	AMIKACIN SULFATE	
ASGR1	AMILORIDE	channel blocker
ASIC1	AMILORIDE	channel blocker
ASIC2	AMILORIDE	channel blocker
ASIC3	AMILORIDE	channel blocker
KCNJ5	AMILORIDE	
PKD2L1	AMILORIDE	channel blocker
SCNN1A	AMILORIDE	
SCNN1A	AMILORIDE	
SCNN1A	AMILORIDE	blocker
SCNN1B	AMILORIDE	
SCNN1B	AMILORIDE	
SCNN1D	AMILORIDE	
SCNN1D	AMILORIDE	
SCNN1G	AMILORIDE	
SCNN1G	AMILORIDE	
SLC9A5	AMILORIDE	inhibitor
TRPC7	AMILORIDE	channel blocker
TRPV2	AMILORIDE	channel blocker
SCNN1A	AMILORIDE HYDROCHLORIDE	blocker
SCNN1B	AMILORIDE HYDROCHLORIDE	blocker
SCNN1G	AMILORIDE HYDROCHLORIDE	blocker
PLAT	AMINOCAPROIC ACID	inhibitor
PLG	AMINOCAPROIC ACID	
PLG	AMINOCAPROIC ACID	inhibitor
PLG	AMINOCAPROIC ACID	inhibitor
PLG	AMINOCAPROIC ACID	
CTH	AMINOETHOXYVINYLGLYCINE	inhibitor
CYP11A1	AMINOGLUTETHIMIDE	inhibitor
CYP11A1	AMINOGLUTETHIMIDE	inhibitor
CYP19A1	AMINOGLUTETHIMIDE	inhibitor
CYP19A1	AMINOGLUTETHIMIDE	
CYP19A1	AMINOGLUTETHIMIDE	inhibitor
CYP19A1	AMINOGLUTETHIMIDE	
CYP19A1	AMINOGLUTETHIMIDE	inhibitor
